City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
341,Flin Flon,CA,54.7682,-101.865,15.8,86,90,3.44,light snow
342,Svetlyy,RU,54.675,20.1347,33.8,69,90,13.42,overcast clouds
343,Port Blair,IN,11.6667,92.75,79.36,78,15,7.72,few clouds
344,Okha,RU,53.5739,142.9478,-4.54,90,100,18.34,overcast clouds
345,Mangaratiba,BR,-22.9597,-44.0406,78.8,78,0,3.44,clear sky
346,Paracuru,BR,-3.41,-39.0306,81.0,77,100,18.99,overcast clouds
347,Ginir,ET,7.1333,40.7,54.14,40,15,3.47,few clouds
348,Lavrentiya,RU,65.5833,-171.0,-16.24,84,0,5.84,clear sky
349,Bridlington,GB,54.0831,-0.1919,37.99,83,20,3.0,few clouds
350,Bathsheba,BB,13.2167,-59.5167,78.8,73,75,19.57,broken clouds
351,Davila,PH,18.4726,120.5763,77.0,50,75,11.5,broken clouds
352,Luanda,AO,-8.8368,13.2343,78.8,83,75,4.61,broken clouds
353,Auki,SB,-8.7676,160.7034,82.42,82,100,12.75,overcast clouds
354,Christchurch,NZ,-43.5333,172.6333,66.99,59,0,18.41,clear sky
355,Ukiah,US,39.1502,-123.2078,55.4,47,90,12.66,overcast clouds
356,Necochea,AR,-38.5473,-58.7368,59.0,68,95,11.97,overcast clouds
357,Horta,PT,38.5333,-28.6333,62.4,93,96,21.85,overcast clouds
358,Batemans Bay,AU,-35.7167,150.1833,68.0,80,100,3.0,overcast clouds
359,Chingirlau,KZ,51.095,54.0814,20.73,98,97,4.61,overcast clouds
360,Sorland,NO,67.667,12.6934,30.34,89,98,7.67,overcast clouds
361,Edd,ER,13.9297,41.6925,70.25,81,14,0.78,few clouds
362,Goderich,CA,43.7501,-81.7165,24.8,74,100,2.3,overcast clouds
363,Bara,NG,10.3744,10.7288,67.19,26,0,7.05,clear sky
364,Kenai,US,60.5544,-151.2583,23.0,80,1,4.97,clear sky
365,La Grande,US,45.3246,-118.0877,39.2,56,1,3.44,clear sky
366,Kailahun,SL,8.2833,-10.5667,70.92,90,9,2.01,clear sky
367,Litovko,RU,49.2361,135.1742,-11.15,83,2,7.52,clear sky
368,Hokitika,NZ,-42.7167,170.9667,62.69,63,0,9.1,clear sky
369,Ahipara,NZ,-35.1667,173.1667,72.28,49,0,5.99,clear sky
370,Pitimbu,BR,-7.4706,-34.8086,77.0,88,20,4.61,few clouds
371,Dosso,NE,13.049,3.1937,69.98,20,72,9.42,broken clouds
372,Ucluelet,CA,48.9329,-125.5528,45.0,93,90,13.8,overcast clouds
373,Hirara,JP,24.8,125.2833,66.2,59,40,10.36,scattered clouds
374,Brazzaville,CG,-4.2658,15.2832,73.4,100,100,3.44,overcast clouds
375,Chernyshevskiy,RU,63.0128,112.4714,-29.02,86,100,4.72,overcast clouds
376,Lawrenceburg,US,38.0373,-84.8966,36.0,87,90,12.66,overcast clouds
377,Sunbury,AU,-37.5833,144.7333,66.2,48,75,9.22,broken clouds
378,Griffith,US,41.5284,-87.4237,30.2,93,90,17.27,snow
379,Rodrigues Alves,BR,-7.738,-72.6509,74.12,95,100,1.1,moderate rain
380,Bloomington,US,44.8408,-93.2983,32.0,80,90,9.22,light snow
381,Vardo,NO,70.3705,31.1107,25.18,95,100,19.01,light snow
382,Coahuayana,MX,18.7333,-103.6833,78.8,65,1,9.22,clear sky
383,Beloha,MG,-25.1667,45.05,74.37,82,0,4.68,clear sky
384,Tynda,RU,55.1667,124.7167,-34.38,81,92,0.87,overcast clouds
385,Kunszentmarton,HU,46.8392,20.2888,39.99,75,0,19.57,light rain
386,Misratah,LY,32.3754,15.0925,64.36,49,0,11.88,clear sky
387,Temiscaming,CA,46.7212,-79.0971,5.0,78,0,3.44,clear sky
388,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.97,78,1,21.68,clear sky
389,Tabou,CI,4.423,-7.3528,78.46,89,6,7.72,clear sky
390,Diamantino,BR,-14.4086,-56.4461,74.71,84,97,4.07,overcast clouds
391,Zandvoort,NL,52.3749,4.5341,28.99,86,20,10.36,few clouds
392,La Plata,AR,-34.9215,-57.9545,62.01,90,100,3.0,light rain
393,Keffi,NG,8.8486,7.8736,72.5,21,0,3.56,clear sky
394,Touros,BR,-5.1989,-35.4608,77.0,88,20,3.44,few clouds
395,Satinka,RU,52.3792,41.6819,35.15,99,100,20.65,snow
396,Kargasok,RU,59.0556,80.8572,-24.0,84,100,10.94,overcast clouds
397,Magistralnyy,RU,56.1725,107.4458,-42.21,77,91,0.67,overcast clouds
398,Benjamin Constant,BR,-4.3831,-70.0311,77.0,100,75,1.5,broken clouds
399,Vung Tau,VN,10.346,107.0843,75.72,70,100,6.17,overcast clouds
400,Fairbanks,US,64.8378,-147.7164,-2.2,77,90,1.07,light snow
401,Menongue,AO,-14.6585,17.691,62.47,95,100,5.21,light rain
402,Bubaque,GW,11.2833,-15.8333,79.34,62,97,12.12,overcast clouds
403,Walvis Bay,NA,-22.9575,14.5053,66.99,88,0,3.44,clear sky
404,Isangel,VU,-19.55,169.2667,84.2,74,75,11.5,broken clouds
405,Westlock,CA,54.1502,-113.8688,-2.2,84,95,3.44,overcast clouds
406,San Quintin,MX,30.4833,-115.95,58.59,69,0,11.27,clear sky
407,Kuningan,ID,-6.9758,108.4831,75.83,81,100,2.75,overcast clouds
408,Bonfim,BR,3.0833,-59.95,80.11,69,5,8.63,clear sky
409,Trinidad,BO,-14.8333,-64.9,75.65,93,100,3.78,overcast clouds
410,Dakar,SN,14.6937,-17.4441,68.0,73,100,9.22,overcast clouds
411,Bassano,CA,50.7834,-112.4685,14.0,79,1,2.3,clear sky
412,Yokadouma,CM,3.5167,15.05,68.45,91,100,0.94,overcast clouds
413,Maniitsoq,GL,65.4167,-52.9,12.0,78,0,7.72,clear sky
414,Udachnyy,RU,66.4167,112.4,-31.18,81,100,9.66,overcast clouds
415,Kortkeros,RU,61.8106,51.5806,26.6,93,90,11.18,overcast clouds
416,Semnan,IR,35.5729,53.3971,38.57,70,0,0.85,clear sky
417,Nizhniy Kuranakh,RU,58.8353,125.4869,-37.43,78,96,0.67,overcast clouds
418,Shitanjing,CN,39.2342,106.3439,22.32,75,0,24.43,clear sky
419,Dubti,ET,11.7361,41.0853,65.57,69,0,5.03,clear sky
420,Mount Isa,AU,-20.7333,139.5,98.6,25,97,6.91,overcast clouds
421,Caravelas,BR,-17.7125,-39.2481,75.6,86,0,5.39,clear sky
422,Huarmey,PE,-10.0681,-78.1522,71.02,78,31,8.55,scattered clouds
423,Port Keats,AU,-14.25,129.55,79.66,88,100,8.7,overcast clouds
424,Baghdad,IQ,33.3406,44.4009,44.6,81,0,5.75,clear sky
425,Hami,CN,42.8,93.45,20.75,85,0,5.01,clear sky
426,Juegang,CN,32.3174,121.1855,50.0,80,100,6.73,overcast clouds
427,Aswan,EG,24.0934,32.907,53.35,41,0,8.72,clear sky
428,Gayeri,BF,12.6497,0.4931,70.57,21,0,9.37,clear sky
429,Ponta Do Sol,PT,32.6667,-17.1,59.0,74,45,3.0,scattered clouds
430,Tapes,BR,-30.6733,-51.3958,76.19,89,100,11.56,light rain
431,Saint-Pierre,RE,-21.3393,55.4781,78.8,65,0,8.05,clear sky
432,Powell,US,40.1578,-83.0752,33.8,40,1,11.5,clear sky
433,Linguere,SN,15.3953,-15.1193,71.6,26,0,2.3,clear sky
434,Mutare,ZW,-18.9707,32.6709,64.96,98,100,4.27,overcast clouds
435,Beroroha,MG,-21.6667,45.1667,75.47,86,85,0.78,overcast clouds
436,Pokhara,NP,28.2333,83.9833,46.99,48,0,3.78,clear sky
437,Marsh Harbour,BS,26.5412,-77.0636,66.49,63,100,13.82,overcast clouds
438,Husavik,IS,66.0449,-17.3389,14.0,85,90,4.61,overcast clouds
439,Valverde Del Camino,ES,37.5751,-6.7543,54.0,69,87,5.99,overcast clouds
440,Penzance,GB,50.1186,-5.5371,43.0,93,90,6.91,overcast clouds
441,Westport,US,41.1415,-73.3579,25.0,42,1,4.61,clear sky
442,Correntina,BR,-13.3433,-44.6367,75.99,50,53,1.97,broken clouds
443,Yelyzavethradka,UA,48.8038,32.4046,33.28,96,100,14.54,overcast clouds
444,Ilulissat,GL,69.2167,-51.1,6.8,66,90,6.91,overcast clouds
445,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.82,95,100,2.08,overcast clouds
446,Cabo San Lucas,MX,22.8909,-109.9124,71.01,77,20,3.44,few clouds
447,Kulhudhuffushi,MV,6.6221,73.07,81.66,65,23,5.86,few clouds
448,Karratha,AU,-20.7377,116.8463,89.56,52,100,4.88,light rain
449,Salinopolis,BR,-0.6136,-47.3561,79.11,86,100,10.74,overcast clouds
450,Pacifica,US,37.6138,-122.4869,55.99,76,90,8.05,overcast clouds
451,Mawlaik,MM,23.6333,94.4167,56.12,62,0,1.03,clear sky
452,Coffs Harbour,AU,-30.3,153.1333,81.0,69,76,11.5,broken clouds
453,Amahai,ID,-3.3333,128.9167,85.19,64,99,2.51,overcast clouds
454,Mar Del Plata,AR,-38.0023,-57.5575,62.6,55,75,20.71,light rain
455,Ranong,TH,9.9658,98.6348,71.6,94,20,1.14,few clouds
456,Pervomayskiy,RU,53.2485,40.2871,30.0,91,100,20.96,snow
457,Ankang,CN,32.68,109.0172,49.08,47,98,1.05,overcast clouds
458,Sorong,ID,-0.8833,131.25,79.99,80,100,13.53,overcast clouds
459,Tombouctou,ML,20.0,-3.0,65.07,21,0,9.31,clear sky
460,Araxa,BR,-19.5933,-46.9406,69.75,77,99,0.31,overcast clouds
461,Marabba,SD,12.35,32.1833,67.95,23,0,12.86,clear sky
462,Shenjiamen,CN,29.9576,122.298,53.24,81,67,14.14,broken clouds
463,Mecca,SA,21.4267,39.8261,65.98,42,0,5.23,clear sky
464,Cidreira,BR,-30.1811,-50.2056,75.67,91,92,8.34,overcast clouds
465,Ulaangom,MN,49.9811,92.0667,-8.25,85,0,0.78,clear sky
466,Anshun,CN,26.25,105.9333,45.39,91,100,3.65,overcast clouds
467,Varkaus,FI,62.3153,27.873,24.8,93,90,3.44,light snow
468,Krasnoselkup,RU,65.7,82.4667,-26.07,82,100,11.92,overcast clouds
469,Plettenberg Bay,ZA,-34.0527,23.3716,64.9,77,0,4.43,clear sky
470,Deputatskiy,RU,69.3,139.9,-25.44,88,99,1.57,overcast clouds
471,Verkhovye,RU,52.8119,37.2425,33.87,100,100,13.78,snow
472,Eldoret,KE,0.5204,35.2699,51.8,82,0,3.44,clear sky
473,Zatoka,UA,46.0725,30.4654,32.0,100,0,6.71,clear sky
474,Tahta,EG,26.7693,31.5021,46.4,61,0,5.75,clear sky
475,Porto Velho,BR,-8.7619,-63.9039,78.8,94,75,2.3,moderate rain
476,Hasaki,JP,35.7333,140.8333,43.0,42,20,11.5,few clouds
477,Ruidoso,US,33.3317,-105.673,37.99,30,1,13.8,clear sky
478,Plouzane,FR,48.3833,-4.6167,50.0,100,90,12.66,overcast clouds
479,Katsuura,JP,35.1333,140.3,48.0,45,20,6.91,few clouds
480,Yanji,CN,42.9075,129.5078,4.84,81,100,2.35,overcast clouds
481,Sungurlu,TR,40.1675,34.3739,38.28,90,100,2.33,overcast clouds
482,Henties Bay,NA,-22.116,14.2845,66.99,84,35,4.0,scattered clouds
483,Mackenzie,CA,55.2999,-123.1698,12.2,79,90,6.91,light snow
484,Rantepao,ID,-2.9701,119.8978,75.02,69,100,0.85,overcast clouds
485,Lower Hutt,NZ,-41.2167,174.9167,72.0,63,0,10.36,clear sky
486,Cockburn Town,TC,21.4612,-71.1419,73.4,56,20,11.5,few clouds
487,Lasa,IT,46.6166,10.7002,37.0,100,90,3.2,light snow
488,Zary,PL,51.6421,15.1373,21.0,94,100,1.12,overcast clouds
489,Victor Harbor,AU,-35.5667,138.6167,69.01,62,0,1.01,clear sky
490,Shimoda,JP,34.6667,138.95,50.0,62,20,5.75,few clouds
491,Vicksburg,US,32.3526,-90.8779,66.2,72,90,12.66,overcast clouds
492,Umea,SE,63.8284,20.2597,6.8,92,75,5.75,light snow
493,Ekhabi,RU,53.5102,142.9671,-4.45,90,100,18.41,overcast clouds
494,Pinsk,BY,52.1229,26.0951,20.34,97,73,9.17,broken clouds
495,Muyezerskiy,RU,63.9333,31.65,12.92,96,100,2.73,overcast clouds
496,Klyuchi,RU,52.2667,79.1667,8.06,95,100,7.87,overcast clouds
497,Windhoek,NA,-22.5594,17.0832,66.99,59,100,12.59,overcast clouds
498,Kirakira,SB,-10.4544,161.9205,83.91,79,99,14.76,overcast clouds
499,Richards Bay,ZA,-28.783,32.0377,73.65,94,100,2.04,moderate rain
500,Kachiry,KZ,53.0675,76.1036,8.26,95,100,9.35,overcast clouds
501,Padang,ID,-0.9492,100.3543,78.58,74,98,4.14,overcast clouds
502,San Patricio,US,28.017,-97.5169,75.2,83,20,13.8,few clouds
503,Yulara,AU,-25.2406,130.9889,89.6,20,40,17.27,scattered clouds
504,Zemio,CF,5.0314,25.1361,66.94,27,9,4.21,clear sky
505,Havre-Saint-Pierre,CA,50.2334,-63.5986,19.4,73,90,11.5,overcast clouds
506,Arrifes,PT,37.7667,-25.7,62.6,88,75,16.11,broken clouds
507,Ogaminana,NG,7.5946,6.2248,75.2,58,0,4.92,clear sky
508,Canosa Di Puglia,IT,41.2196,16.0675,53.01,81,0,6.91,clear sky
509,Oktyabrskoye,RU,43.0645,44.7417,37.4,81,12,4.47,few clouds
510,Barinas,VE,8.6226,-70.2075,78.66,54,93,2.8,overcast clouds
511,Wesselsbron,ZA,-27.8549,26.3658,64.0,93,97,3.49,overcast clouds
512,Chapais,CA,49.7834,-74.8492,-4.0,77,90,6.91,overcast clouds
513,Moose Factory,CA,51.2585,-80.6094,-5.8,84,1,4.61,clear sky
514,Taoudenni,ML,22.6783,-3.9836,66.13,25,0,7.45,clear sky
515,Methoni,GR,36.8197,21.7049,51.01,93,97,2.3,overcast clouds
516,Gopalpur,IN,19.2667,84.9167,69.46,86,58,5.77,broken clouds
517,Gravina In Puglia,IT,40.8197,16.4228,48.99,73,100,14.0,overcast clouds
518,Banda Aceh,ID,5.5577,95.3222,77.49,78,10,12.46,clear sky
519,Zhanakorgan,KZ,43.9098,67.2495,36.99,71,99,2.73,overcast clouds
520,Sur,OM,22.5667,59.5289,65.21,52,0,3.22,clear sky
521,Gao,ML,16.6362,1.637,66.99,22,0,10.96,clear sky
522,Fort Portal,UG,0.6617,30.2748,63.66,66,17,0.98,few clouds
523,Ballina,AU,-28.8667,153.5667,80.6,69,75,10.36,broken clouds
524,Couva,TT,10.4225,-61.4675,79.0,78,20,8.08,few clouds
525,Bandundu,CD,-3.3167,17.3667,70.66,92,100,3.04,overcast clouds
526,Sharjah,AE,25.3573,55.4033,66.0,62,0,4.61,clear sky
527,Jertih,MY,5.7336,102.4897,75.2,88,40,1.14,scattered clouds
528,Sambava,MG,-14.2667,50.1667,75.88,87,0,5.61,clear sky
529,Fort Nelson,CA,58.8053,-122.7002,-5.8,65,75,1.95,broken clouds
530,Kigoma,TZ,-4.8769,29.6267,72.81,78,85,3.96,overcast clouds
531,Meadow Lake,US,34.8014,-106.5436,44.01,36,1,11.5,clear sky
532,Pokosnoye,RU,55.5258,101.0536,-40.2,79,0,3.85,clear sky
533,Arecibo,PR,18.4724,-66.7157,71.01,96,77,15.86,broken clouds
534,Nizhnyaya Tavda,RU,57.6731,66.1725,14.13,97,100,5.28,overcast clouds
535,Longkou,CN,37.6508,120.3286,38.35,77,65,13.33,broken clouds
536,Pathein,MM,16.7833,94.7333,72.19,65,77,8.21,broken clouds
537,Cairns,AU,-16.9167,145.7667,91.0,66,75,13.8,broken clouds
538,Navahrudak,BY,53.6,25.8333,16.56,98,100,9.44,overcast clouds
539,Eydhafushi,MV,5.1033,73.0708,81.36,71,90,11.12,overcast clouds
540,Awjilah,LY,29.1081,21.2869,58.73,43,0,11.27,clear sky
541,El Alto,PE,-4.2714,-81.2147,74.66,76,56,15.39,broken clouds
542,Yekaterinogradskaya,RU,43.7635,44.2317,37.4,100,90,8.63,fog
543,Port-Cartier,CA,50.0334,-66.8654,19.4,63,10,6.91,clear sky
544,Avera,US,33.194,-82.5271,46.4,49,40,5.75,scattered clouds
545,Coquimbo,CL,-29.9533,-71.3436,64.4,94,90,4.61,overcast clouds
546,Kupang,ID,-10.1667,123.5833,82.4,83,75,20.71,light rain
547,Satipo,PE,-11.2522,-74.6386,69.48,80,79,1.23,broken clouds
548,Kumluca,TR,36.3703,30.2869,52.47,57,0,6.51,clear sky
549,Shalyhyne,UA,51.5717,34.1217,31.15,99,100,14.76,snow
550,Sioux Lookout,CA,50.1001,-91.917,23.0,86,90,6.91,light snow
551,Nome,US,64.5011,-165.4064,-5.8,71,1,5.75,clear sky
552,Mnogovershinnyy,RU,53.9353,139.9242,-8.16,88,100,5.44,overcast clouds
553,Boras,SE,57.721,12.9401,15.8,86,0,2.3,clear sky
554,Aksay,RU,47.26,39.87,35.01,100,20,13.42,few clouds
555,Alexandria,EG,31.2156,29.9553,57.2,67,0,9.22,clear sky
556,Sabang,ID,5.8933,95.3214,80.82,78,16,21.32,few clouds
557,Tatarka,RU,44.9589,41.9517,33.8,100,90,17.9,light snow
558,Chuy,UY,-33.6971,-53.4616,71.06,89,100,11.1,moderate rain
559,Chardara,KZ,41.2547,67.9692,46.36,52,100,9.57,overcast clouds
560,Hofn,IS,64.2539,-15.2082,21.67,83,0,18.61,clear sky
561,Qasigiannguit,GL,68.8193,-51.1922,6.8,66,90,6.91,overcast clouds
562,Sharan,RU,54.8167,54.0,22.41,97,100,8.77,overcast clouds
563,Gairatganj,IN,23.4202,78.2385,46.9,45,0,3.44,clear sky
564,Yerbogachen,RU,61.2767,108.0108,-37.12,82,71,5.48,broken clouds
565,Arica,CL,-18.475,-70.3042,68.0,77,0,4.61,clear sky
566,Morwa,IN,22.9,73.8333,56.14,34,0,8.39,clear sky
567,Biak,ID,-0.9131,122.8766,82.06,63,100,1.05,overcast clouds
568,Kunming,CN,25.0389,102.7183,50.0,93,75,8.95,broken clouds
569,Antofagasta,CL,-23.65,-70.4,66.2,82,20,11.5,few clouds
570,Nelson Bay,AU,-32.7167,152.15,80.6,74,40,17.27,scattered clouds
571,Shreveport,US,32.5251,-93.7502,64.4,88,20,13.8,few clouds
572,Boundiali,CI,9.5217,-6.4869,72.1,20,10,3.62,clear sky
573,Billings,US,45.7833,-108.5007,39.99,51,75,10.36,broken clouds
574,Magaria,NE,12.9983,8.9099,65.26,25,0,10.18,clear sky
575,Sibolga,ID,1.7427,98.7792,77.09,73,41,3.62,scattered clouds
576,Isla Vista,US,34.4133,-119.861,55.4,67,1,9.22,clear sky
577,Tautira,PF,-17.7333,-149.15,84.2,65,75,6.91,broken clouds
578,Bisert,RU,56.8617,59.0523,17.78,97,88,5.79,overcast clouds
579,Rensvik,NO,63.1,7.8167,32.0,93,90,6.91,snow
580,Mabaruma,GY,8.2,-59.7833,74.64,92,5,4.63,clear sky
581,Kalaleh,IR,37.3807,55.4916,47.44,72,0,2.37,clear sky
582,Yumen,CN,40.2833,97.2,21.61,73,0,23.15,clear sky
583,Lata,PT,40.1629,-8.3327,55.99,92,100,3.0,overcast clouds
584,Gurupi,BR,-11.7292,-49.0686,75.58,78,99,4.38,overcast clouds
585,Narsaq,GL,60.9167,-46.05,39.2,30,75,31.07,broken clouds
586,Yenotayevka,RU,47.2456,47.0281,30.99,99,68,12.73,broken clouds
587,Mmabatho,ZA,-25.85,25.6333,64.4,100,84,4.61,light rain
588,Kollam,IN,8.8833,76.6,78.8,89,20,7.94,mist
589,Vila,PT,42.0304,-8.1588,48.0,89,100,10.0,light rain
590,Staritsa,RU,56.5075,34.9354,16.29,97,100,6.91,overcast clouds
591,Bambous Virieux,MU,-20.3428,57.7575,78.8,83,40,8.05,scattered clouds
592,Tocopilla,CL,-22.092,-70.1979,68.32,58,0,9.71,clear sky
593,Salta,AR,-24.7859,-65.4117,71.6,73,40,5.75,scattered clouds
594,Birao,CF,10.2849,22.7882,70.52,21,27,10.58,scattered clouds
595,Melton,AU,-37.6833,144.5833,66.99,48,75,9.22,broken clouds
596,Vettavalam,IN,12.1,79.25,66.6,93,50,4.54,scattered clouds
597,Tomatlan,MX,19.9333,-105.25,81.1,39,0,4.61,clear sky
598,Nioki,CD,-2.7167,17.6833,71.06,91,100,2.26,overcast clouds
599,Uchiza,PE,-8.4592,-76.4633,70.93,83,59,2.66,broken clouds
600,Nyurba,RU,63.2842,118.3319,-39.01,81,100,2.59,overcast clouds
601,Ransang,PH,8.9603,117.5828,80.76,70,10,8.43,clear sky
602,Riberalta,BO,-10.9833,-66.1,76.19,89,100,1.97,overcast clouds
603,Svetlaya,RU,46.5389,138.3297,4.08,81,26,9.06,scattered clouds
604,Riyadh,SA,24.6877,46.7219,50.0,50,0,5.75,clear sky
605,Ouadda,CF,8.0777,22.4007,70.34,22,42,7.34,scattered clouds
606,Gwembe,ZM,-16.4975,27.6069,65.14,95,100,1.68,light rain
607,Pudozh,RU,61.8099,36.5345,11.28,96,1,4.94,clear sky
608,Helong,CN,42.5397,128.9972,13.06,81,98,3.22,overcast clouds
609,Shestakovo,RU,56.4915,103.96,-41.91,77,55,1.12,broken clouds
610,Kawanoe,JP,34.0167,133.5667,46.99,81,20,4.61,few clouds
611,Pskov,RU,57.8136,28.3496,23.0,93,99,6.71,light rain
612,Mazagao,BR,-0.115,-51.2894,80.6,89,75,8.05,broken clouds
613,Corn Island,NI,12.1694,-83.0418,80.73,75,58,20.96,broken clouds
614,Suba,PH,10.8438,121.0102,79.25,76,10,31.18,clear sky
615,Wenatchee,US,47.4235,-120.3103,36.0,100,90,3.44,light snow
616,Sitka,US,57.0531,-135.33,41.0,56,75,9.22,broken clouds
617,Petropavlovka,RU,50.6114,105.3196,-12.39,75,98,4.88,overcast clouds
618,Sassandra,CI,4.95,-6.0833,77.56,91,5,7.05,clear sky
619,Rapar,IN,23.5667,70.6333,55.99,39,0,3.18,clear sky
620,Godhra,IN,22.75,73.6333,57.2,67,0,6.91,haze
621,Gazojak,TM,41.1875,61.4036,42.17,59,56,8.48,broken clouds
622,Tabasalu,EE,59.4303,24.5331,23.0,86,90,8.05,light snow
623,Dunedin,NZ,-45.8742,170.5036,62.01,70,100,23.0,overcast clouds
624,Muros,ES,42.7762,-9.0603,55.0,87,100,5.99,overcast clouds
625,Ponta Delgada,PT,37.7333,-25.6667,62.6,88,75,16.11,broken clouds
626,Beringovskiy,RU,63.05,179.3167,7.0,94,100,29.08,snow
627,New Port Richey,US,28.2442,-82.7193,64.0,82,0,1.32,clear sky
628,Alihe,CN,50.5667,123.7167,-16.56,84,100,0.31,overcast clouds
629,Sinnamary,GF,5.3833,-52.95,77.99,86,100,15.41,overcast clouds
630,Kushima,JP,31.4583,131.2333,42.8,81,20,1.14,few clouds
631,Matamoros,MX,25.5333,-103.25,82.4,16,1,2.59,clear sky
632,Estacion Coahuila,MX,32.1939,-115.0017,62.6,39,1,3.44,clear sky
633,Buritizeiro,BR,-17.3511,-44.9622,73.09,70,100,1.25,overcast clouds
634,Vao,NC,-22.6667,167.4833,75.83,79,100,22.26,overcast clouds
635,Illapel,CL,-31.6308,-71.1653,63.63,80,42,2.73,scattered clouds
636,Baleshwar,IN,21.4942,86.9317,53.19,40,0,6.8,clear sky
637,Gamba,GA,-2.65,10.0,77.25,88,100,1.12,light rain
638,Bongaree,AU,-27.0797,153.1586,82.99,61,75,10.36,broken clouds
639,Conde,BR,-7.2597,-34.9075,77.0,88,20,4.61,few clouds
640,Nipawin,CA,53.3668,-104.0009,15.8,92,90,3.44,overcast clouds
641,Toora-Khem,RU,52.4675,96.11,-13.81,85,86,3.36,overcast clouds
642,Miri,MY,4.4148,114.0089,78.8,94,40,3.44,scattered clouds
643,Atar,MR,20.5169,-13.0499,66.67,23,0,7.99,clear sky
644,Moctezuma,MX,29.8,-109.6667,60.48,37,0,1.72,clear sky
645,Anzio,IT,41.4853,12.6179,57.99,90,100,17.0,overcast clouds
646,Kutum,SD,14.2,24.6667,51.89,39,0,3.96,clear sky
647,Korla,CN,41.7597,86.1469,18.37,85,0,4.43,clear sky
648,Praia Da Vitoria,PT,38.7333,-27.0667,64.4,88,75,17.13,broken clouds
649,Takoradi,GH,4.8845,-1.7554,78.98,89,100,6.04,overcast clouds
650,Kutulik,RU,53.3508,102.7839,-26.46,83,100,13.44,overcast clouds
651,Dauriya,RU,49.9333,116.8667,-19.61,86,92,7.2,light snow
652,Boueni,YT,-12.9025,45.0761,78.8,83,20,3.44,few clouds
653,Asau,RO,46.4333,26.4,37.0,80,90,13.8,overcast clouds
654,Omboue,GA,-1.5746,9.2618,75.0,90,100,3.53,light rain
655,Adrar,MR,20.5022,-10.0711,65.71,25,60,7.56,broken clouds
656,Moree,AU,-29.4667,149.85,86.0,42,0,9.22,clear sky
657,Nouakchott,MR,18.0858,-15.9785,69.8,12,100,10.36,overcast clouds
658,Kurumkan,RU,54.3,110.3,-20.2,76,26,2.13,scattered clouds
659,Markdale,CA,44.3168,-80.6497,15.01,89,100,5.41,overcast clouds
660,Locri,IT,38.2414,16.2623,57.99,87,75,3.44,broken clouds
661,Ciudad Bolivar,VE,8.1222,-63.5497,79.12,72,3,14.56,clear sky
662,Mayumba,GA,-3.432,10.6554,76.48,85,94,1.95,overcast clouds
663,Ridgecrest,US,35.6225,-117.6709,55.4,33,1,4.61,clear sky
664,Byron Bay,AU,-28.65,153.6167,80.6,69,75,10.36,broken clouds
665,Uige,AO,-7.6087,15.0613,66.88,97,100,1.61,overcast clouds
666,Balykshi,KZ,47.0667,51.8667,28.4,100,90,8.95,mist
667,Cap Malheureux,MU,-19.9842,57.6142,75.99,85,5,1.99,clear sky
668,Xai-Xai,MZ,-25.0519,33.6442,75.29,91,0,4.99,clear sky
669,Mundo Nuevo,MX,18.7,-95.5,74.23,86,100,7.76,overcast clouds
670,Batagay,RU,67.6333,134.6333,-47.88,76,71,1.21,broken clouds
671,Kalmunai,LK,7.4167,81.8167,76.39,86,100,4.83,overcast clouds
672,Baisha,CN,26.5222,110.9311,53.87,65,25,0.27,scattered clouds
673,Taybad,IR,34.74,60.7756,49.64,57,100,5.91,overcast clouds
674,Parabel,RU,58.6978,81.4825,-24.27,84,100,8.41,overcast clouds
675,Nandigama,IN,16.7833,80.3,73.4,88,0,2.86,mist
676,Sabha,LY,27.0377,14.4283,56.1,40,0,7.38,clear sky
677,Killybegs,IE,54.6333,-8.45,37.0,88,58,11.01,broken clouds
678,Zhigansk,RU,66.7697,123.3711,-48.78,74,66,3.15,broken clouds
679,Cavalcante,BR,-13.7975,-47.4583,71.58,65,82,2.04,broken clouds
680,Emerald,AU,-23.5333,148.1667,87.01,48,40,5.75,scattered clouds
681,Aksarka,RU,66.5606,67.7975,-16.6,88,100,10.09,overcast clouds
682,Progress,US,40.2851,-76.8314,28.4,46,1,1.1,clear sky
683,Tandil,AR,-37.3217,-59.1332,59.0,62,100,8.01,light rain
684,La Palma,US,33.8464,-118.0467,62.6,67,1,8.05,clear sky
685,Chiredzi,ZW,-21.05,31.6667,73.04,92,98,5.06,overcast clouds
686,Sfantu Gheorghe,RO,45.8667,25.7833,37.0,89,50,1.01,scattered clouds
687,Dumraon,IN,25.55,84.15,41.04,69,0,3.24,clear sky
688,Vuktyl,RU,63.8567,57.3094,-4.14,91,100,7.0,overcast clouds
689,Baiquan,CN,47.5833,126.0833,-16.51,87,81,9.8,broken clouds
690,Viedma,AR,-40.8135,-62.9967,61.0,59,63,10.76,broken clouds
691,Vilhena,BR,-12.7406,-60.1458,70.41,98,100,3.51,overcast clouds
692,Nouadhibou,MR,20.931,-17.0347,68.0,64,0,18.41,clear sky
693,Requena,ES,39.4883,-1.1004,57.99,61,13,28.83,few clouds
